,n_sim,n_p,n_p_f
1655,413,6,2
1656,414,2,1
1657,414,3,1
1658,414,5,1
1659,414,6,1
1660,415,2,2
1661,415,3,2
1662,415,5,1
1663,415,6,1
1664,416,2,1
1665,416,3,1
1666,416,5,2
1667,416,6,2
1668,417,2,1
1669,417,3,1
1670,417,5,1
1671,417,6,1
1672,418,2,1
1673,418,3,1
1674,418,5,1
1675,418,6,1
1676,419,2,2
1677,419,3,1
1678,419,5,2
1679,419,6,1
1680,420,2,1
1681,420,3,2
1682,420,5,1
1683,420,6,1
1684,421,2,1
1685,421,3,2
1686,421,5,1
1687,421,6,2
1688,422,2,1
1689,422,3,2
1690,422,5,1
1691,422,6,1
1692,423,2,1
1693,423,3,1
1694,423,5,1
1695,423,6,1
1696,424,2,1
1697,424,3,1
1698,424,5,1
1699,424,6,2
1700,425,2,2
1701,425,3,2
1702,425,5,1
1703,425,6,1
1704,426,2,1
1705,426,3,1
1706,426,5,2
1707,426,6,1
1708,427,2,1
1709,427,3,2
1710,427,5,1
1711,427,6,1
1712,428,2,1
1713,428,3,2
1714,428,5,1
1715,428,6,1
1716,429,2,1
1717,429,3,1
1718,429,5,1
1719,429,6,1
1720,430,2,1
1721,430,3,1
1722,430,5,1
1723,430,6,2
1724,431,2,2
1725,431,3,1
1726,431,5,1
1727,431,6,1
1728,432,2,1
1729,432,3,1
1730,432,5,2
1731,432,6,1
1732,433,2,2
1733,433,3,1
1734,433,5,2
1735,433,6,1
1736,434,2,1
1737,434,3,1
1738,434,5,1
1739,434,6,2
1740,435,2,1
1741,435,3,1
1742,435,5,1
1743,435,6,1
1744,436,2,2
1745,436,3,1
1746,436,5,1
1747,436,6,1
1748,437,2,1
1749,437,3,1
1750,437,5,1
1751,437,6,1
1752,438,2,1
1753,438,3,1
1754,438,5,1
1755,438,6,2
1756,439,2,1
1757,439,3,1
1758,439,5,1
1759,439,6,1
1760,440,2,1
1761,440,3,1
1762,440,5,1
1763,440,6,1
1764,441,2,2
1765,441,3,1
1766,441,5,1
1767,441,6,2
1768,442,2,1
1769,442,3,1
1770,442,5,1
1771,442,6,1
1772,443,2,1
1773,443,3,1
1774,443,5,1
1775,443,6,1
1776,444,2,1
1777,444,3,1
1778,444,5,2
1779,444,6,2
1780,445,2,2
1781,445,3,2
1782,445,5,1
1783,445,6,1
1784,446,2,2
1785,446,3,1
1786,446,5,2
1787,446,6,1
1788,447,2,1
1789,447,3,1
1790,447,5,1
1791,447,6,1
1792,448,2,2
1793,448,3,1
1794,448,5,2
1795,448,6,2
1796,449,2,1
1797,449,3,1
1798,449,5,2
1799,449,6,1
1800,450,2,1
1801,450,3,1
1802,450,5,1
1803,450,6,1
1804,451,2,1
1805,451,3,2
1806,451,5,1
1807,451,6,1
1808,452,2,1
1809,452,3,2
1810,452,5,1
1811,452,6,2
1812,453,2,2
1813,453,3,1
1814,453,5,1
1815,453,6,1
1816,454,2,1
1817,454,3,1
1818,454,5,1
1819,454,6,1
1820,455,2,2
1821,455,3,1
1822,455,5,1
1823,455,6,1
1824,456,2,1
1825,456,3,1
1826,456,5,1
1827,456,6,2
1828,457,2,2
1829,457,3,1
1830,457,5,2
1831,457,6,1
1832,458,2,1
1833,458,3,1
1834,458,5,1
1835,458,6,1
1836,459,2,1
1837,459,3,1
1838,459,5,1
1839,459,6,1
1840,460,2,1
1841,460,3,1
1842,460,5,1
1843,460,6,1
1844,461,2,2
1845,461,3,2
1846,461,5,2
1847,461,6,2
1848,462,2,1
1849,462,3,2
1850,462,5,1
1851,462,6,2
1852,463,2,2
1853,463,3,2
1854,463,5,2
1855,463,6,1
1856,464,2,1
1857,464,3,2
1858,464,5,1
1859,464,6,1
1860,465,2,1
1861,465,3,1
1862,465,5,2
1863,465,6,1
1864,466,2,1
1865,466,3,1
1866,466,5,2
1867,466,6,1
1868,467,2,1
1869,467,3,2
1870,467,5,1
1871,467,6,1
1872,468,2,1
1873,468,3,2
1874,468,5,2
1875,468,6,2
1876,469,2,1
1877,469,3,1
1878,469,5,1
1879,469,6,2
1880,470,2,1
1881,470,3,1
1882,470,5,2
1883,470,6,1
1884,471,2,2
1885,471,3,2
1886,471,5,1
1887,471,6,1
1888,472,2,1
1889,472,3,1
1890,472,5,1
1891,472,6,1
1892,473,2,1
1893,473,3,1
1894,473,5,1
1895,473,6,2
1896,474,2,1
1897,474,3,1
1898,474,5,1
1899,474,6,1
1900,475,2,1
1901,475,3,1
1902,475,5,1
1903,475,6,1
1904,476,2,2
1905,476,3,2
1906,476,5,1
1907,476,6,2
1908,477,2,1
1909,477,3,1
1910,477,5,1
1911,477,6,1
1912,478,2,2
1913,478,3,2
1914,478,5,2
1915,478,6,2
1916,479,2,2
1917,479,3,2
1918,479,5,2
1919,479,6,2
1920,480,2,1
1921,480,3,1
1922,480,5,1
1923,480,6,2
1924,481,2,1
1925,481,3,1
1926,481,5,1
1927,481,6,2
1928,482,2,1
1929,482,3,1
1930,482,5,2
1931,482,6,1
1932,483,2,2
1933,483,3,1
1934,483,5,1
1935,483,6,2
1936,484,2,2
1937,484,3,2
1938,484,5,1
1939,484,6,1
1940,485,2,1
1941,485,3,1
1942,485,5,1
1943,485,6,1
1944,486,2,1
1945,486,3,2
1946,486,5,1
1947,486,6,1
1948,487,2,2
1949,487,3,1
1950,487,5,2
1951,487,6,1
1952,488,2,1
1953,488,3,1
1954,488,5,1
1955,488,6,2
1956,489,2,1
1957,489,3,1
1958,489,5,2
1959,489,6,1
1960,490,2,1
1961,490,3,2
1962,490,5,1
1963,490,6,1
1964,491,2,2
1965,491,3,1
1966,491,5,1
1967,491,6,1
1968,492,2,1
1969,492,3,1
1970,492,5,1
1971,492,6,2
1972,493,2,1
1973,493,3,2
1974,493,5,1
1975,493,6,1
1976,494,2,2
1977,494,3,1
1978,494,5,2
1979,494,6,2
1980,495,2,1
1981,495,3,2
1982,495,5,1
1983,495,6,1
1984,496,2,1
1985,496,3,1
1986,496,5,1
1987,496,6,1
1988,497,2,1
1989,497,3,1
1990,497,5,1
1991,497,6,2
1992,498,2,1
1993,498,3,1
1994,498,5,1
1995,498,6,1
1996,499,2,1
1997,499,3,1
1998,499,5,1
1999,499,6,2
2000,500,2,1
2001,500,3,2
2002,500,5,1
2003,500,6,1
2004,501,2,2
2005,501,3,2
2006,501,5,1
2007,501,6,1
2008,502,2,1
2009,502,3,1
2010,502,5,1
2011,502,6,1
2012,503,2,1
2013,503,3,1
2014,503,5,1
2015,503,6,2
2016,504,2,1
2017,504,3,2
2018,504,5,2
2019,504,6,1
2020,505,2,2
2021,505,3,2
2022,505,5,1
2023,505,6,2
2024,506,2,1
2025,506,3,2
2026,506,5,1
2027,506,6,2
2028,507,2,1
2029,507,3,1
2030,507,5,2
2031,507,6,1
2032,508,2,1
2033,508,3,1
2034,508,5,1
2035,508,6,1
2036,509,2,1
2037,509,3,2
2038,509,5,1
2039,509,6,1
2040,510,2,1
2041,510,3,1
2042,510,5,1
2043,510,6,1
2044,511,2,1
2045,511,3,2
2046,511,5,2
2047,511,6,2
2048,512,2,1
2049,512,3,2
2050,512,5,1
2051,512,6,1
2052,513,2,1
2053,513,3,1
2054,513,5,1
2055,513,6,1
2056,514,2,1
2057,514,3,2
2058,514,5,1
2059,514,6,2
2060,515,2,1
2061,515,3,2
2062,515,5,1
2063,515,6,2
2064,516,2,1
2065,516,3,1
2066,516,5,1
2067,516,6,1
2068,517,2,1
2069,517,3,1
2070,517,5,1
2071,517,6,2
2072,518,2,1
2073,518,3,1
2074,518,5,1
2075,518,6,1
2076,519,2,2
2077,519,3,2
2078,519,5,2
2079,519,6,1
2080,520,2,1
2081,520,3,2
2082,520,5,1
2083,520,6,2
2084,521,2,2
2085,521,3,1
2086,521,5,1
2087,521,6,1
2088,522,2,2
2089,522,3,1
2090,522,5,1
2091,522,6,2
2092,523,2,2
2093,523,3,2
2094,523,5,1
2095,523,6,1
2096,524,2,1
2097,524,3,1
2098,524,5,1
2099,524,6,1
2100,525,2,1
2101,525,3,1
2102,525,5,2
2103,525,6,1
2104,526,2,1
2105,526,3,1
2106,526,5,2
2107,526,6,1
2108,527,2,2
2109,527,3,1
2110,527,5,1
2111,527,6,1
2112,528,2,2
2113,528,3,2
2114,528,5,2
2115,528,6,2
2116,529,2,1
2117,529,3,2
2118,529,5,2
2119,529,6,1
2120,530,2,1
2121,530,3,1
2122,530,5,1
2123,530,6,2
2124,531,2,1
2125,531,3,2
2126,531,5,1
2127,531,6,1
2128,532,2,1
2129,532,3,1
2130,532,5,2
2131,532,6,1
2132,533,2,1
2133,533,3,1
2134,533,5,2
2135,533,6,2
2136,534,2,1
2137,534,3,1
2138,534,5,2
2139,534,6,1
2140,535,2,1
2141,535,3,2
2142,535,5,1
2143,535,6,1
2144,536,2,1
2145,536,3,1
2146,536,5,1
2147,536,6,1
2148,537,2,2
2149,537,3,2
2150,537,5,2
2151,537,6,1
2152,538,2,1
2153,538,3,2
2154,538,5,2
2155,538,6,2
2156,539,2,2
2157,539,3,2
2158,539,5,2
2159,539,6,1
2160,540,2,2
2161,540,3,2
2162,540,5,2
2163,540,6,2
2164,541,2,1
2165,541,3,1
2166,541,5,1
2167,541,6,1
2168,542,2,2
2169,542,3,1
2170,542,5,1
2171,542,6,1
2172,543,2,1
2173,543,3,1
2174,543,5,1
2175,543,6,2
2176,544,2,1
2177,544,3,1
2178,544,5,1
2179,544,6,1
2180,545,2,1
2181,545,3,1
2182,545,5,2
2183,545,6,1
2184,546,2,1
2185,546,3,1
2186,546,5,2
2187,546,6,2
2188,547,2,1
2189,547,3,2
2190,547,5,2
2191,547,6,2
2192,548,2,1
2193,548,3,2
2194,548,5,1
2195,548,6,2
2196,549,2,1
2197,549,3,1
2198,549,5,1
2199,549,6,2
2200,550,2,1
2201,550,3,1
2202,550,5,2
2203,550,6,1
2204,551,2,1
2205,551,3,1
2206,551,5,1
2207,551,6,1
2208,552,2,2
2209,552,3,2
2210,552,5,1
2211,552,6,1
2212,553,2,1
2213,553,3,1
2214,553,5,1
2215,553,6,2
2216,554,2,1
2217,554,3,1
2218,554,5,2
2219,554,6,1
2220,555,2,2
2221,555,3,2
2222,555,5,2
2223,555,6,2
2224,556,2,1
2225,556,3,2
2226,556,5,1
2227,556,6,2
2228,557,2,1
2229,557,3,2
2230,557,5,1
2231,557,6,2
2232,558,2,2
2233,558,3,1
2234,558,5,2
2235,558,6,1
2236,559,2,2
2237,559,3,2
2238,559,5,2
2239,559,6,1
2240,560,2,1
2241,560,3,1
2242,560,5,2
2243,560,6,1
2244,561,2,2
2245,561,3,1
2246,561,5,1
2247,561,6,2
2248,562,2,1
2249,562,3,2
2250,562,5,2
2251,562,6,1
2252,563,2,2
2253,563,3,1
2254,563,5,1
2255,563,6,1
2256,564,2,2
2257,564,3,1
2258,564,5,2
2259,564,6,2
2260,565,2,1
2261,565,3,2
2262,565,5,1
2263,565,6,1
2264,566,2,1
2265,566,3,1
2266,566,5,1
2267,566,6,1
2268,567,2,2
2269,567,3,2
2270,567,5,1
2271,567,6,1
2272,568,2,1
2273,568,3,2
2274,568,5,1
2275,568,6,2
2276,569,2,1
2277,569,3,1
2278,569,5,1
2279,569,6,1
2280,570,2,2
2281,570,3,2
2282,570,5,2
2283,570,6,2
2284,571,2,2
2285,571,3,1
2286,571,5,1
2287,571,6,1
2288,572,2,1
2289,572,3,1
2290,572,5,1
2291,572,6,2
2292,573,2,2
2293,573,3,1
2294,573,5,1
2295,573,6,1
2296,574,2,1
2297,574,3,2
2298,574,5,2
2299,574,6,2
2300,575,2,1
2301,575,3,1
2302,575,5,2
2303,575,6,1
2304,576,2,1
2305,576,3,2
2306,576,5,1
2307,576,6,2
2308,577,2,1
2309,577,3,2
2310,577,5,1
2311,577,6,1
2312,578,2,2
2313,578,3,2
2314,578,5,1
2315,578,6,1
2316,579,2,2
2317,579,3,2
2318,579,5,1
2319,579,6,1
2320,580,2,2
2321,580,3,2
2322,580,5,1
2323,580,6,2
2324,581,2,1
2325,581,3,1
2326,581,5,1
2327,581,6,1
2328,582,2,1
2329,582,3,2
2330,582,5,1
2331,582,6,1
2332,583,2,2
2333,583,3,2
2334,583,5,1
2335,583,6,1
2336,584,2,1
2337,584,3,1
2338,584,5,1
2339,584,6,1
2340,585,2,1
2341,585,3,2
2342,585,5,1
2343,585,6,2
2344,586,2,1
2345,586,3,1
2346,586,5,2
2347,586,6,1
2348,587,2,1
2349,587,3,2
2350,587,5,1
2351,587,6,1
2352,588,2,1
2353,588,3,1
2354,588,5,1
2355,588,6,2
2356,589,2,1
2357,589,3,1
2358,589,5,1
2359,589,6,1
2360,590,2,2
2361,590,3,1
2362,590,5,2
2363,590,6,2
2364,591,2,1
2365,591,3,1
2366,591,5,1
2367,591,6,2
2368,592,2,1
2369,592,3,1
2370,592,5,1
2371,592,6,2
2372,593,2,1
2373,593,3,1
2374,593,5,1
2375,593,6,1
2376,594,2,1
2377,594,3,2
2378,594,5,2
2379,594,6,2
2380,595,2,1
2381,595,3,1
2382,595,5,2
2383,595,6,2
2384,596,2,1
2385,596,3,2
2386,596,5,1
2387,596,6,1
2388,597,2,2
2389,597,3,2
2390,597,5,2
2391,597,6,1
2392,598,2,1
2393,598,3,1
2394,598,5,2
2395,598,6,2
2396,599,2,1
2397,599,3,1
2398,599,5,2
2399,599,6,1
2400,600,2,1
2401,600,3,2
2402,600,5,2
2403,600,6,2
2404,601,2,2
2405,601,3,1
2406,601,5,2
2407,601,6,1
2408,602,2,2
2409,602,3,1
2410,602,5,1
2411,602,6,1
2412,603,2,2
2413,603,3,1
2414,603,5,2
2415,603,6,2
2416,604,2,1
2417,604,3,1
2418,604,5,1
2419,604,6,2
2420,605,2,2
2421,605,3,2
2422,605,5,2
2423,605,6,1
2424,606,2,2
2425,606,3,1
2426,606,5,1
2427,606,6,2
2428,607,2,1
2429,607,3,1
2430,607,5,1
2431,607,6,1
2432,608,2,1
2433,608,3,1
2434,608,5,2
2435,608,6,1
2436,609,2,1
2437,609,3,1
2438,609,5,1
2439,609,6,1
2440,610,2,1
2441,610,3,1
2442,610,5,1
2443,610,6,1
2444,611,2,2
2445,611,3,1
2446,611,5,2
2447,611,6,1
2448,612,2,2
2449,612,3,2
2450,612,5,1
2451,612,6,1
2452,613,2,1
2453,613,3,1
2454,613,5,2
2455,613,6,1
2456,614,2,2
2457,614,3,1
2458,614,5,2
2459,614,6,1
2460,615,2,1
2461,615,3,2
2462,615,5,2
2463,615,6,2
2464,616,2,2
2465,616,3,1
2466,616,5,1
2467,616,6,1
2468,617,2,2
2469,617,3,1
2470,617,5,1
2471,617,6,1
2472,618,2,2
2473,618,3,1
2474,618,5,1
2475,618,6,1
2476,619,2,2
2477,619,3,1
2478,619,5,1
2479,619,6,1
2480,620,2,2
2481,620,3,1
2482,620,5,1
2483,620,6,2
2484,621,2,2
2485,621,3,1
2486,621,5,1
2487,621,6,1
2488,622,2,1
2489,622,3,2
2490,622,5,1
2491,622,6,2
2492,623,2,1
2493,623,3,1
2494,623,5,1
2495,623,6,2
2496,624,2,1
2497,624,3,1
2498,624,5,1
2499,624,6,1
2500,625,2,1
2501,625,3,1
2502,625,5,2
2503,625,6,1
2504,626,2,1
2505,626,3,1
2506,626,5,1
2507,626,6,1
2508,627,2,2
2509,627,3,1
2510,627,5,1
2511,627,6,1
2512,628,2,1
2513,628,3,1
2514,628,5,2
2515,628,6,1
2516,629,2,2
2517,629,3,1
2518,629,5,2
2519,629,6,1
2520,630,2,1
2521,630,3,1
2522,630,5,1
2523,630,6,1
2524,631,2,1
2525,631,3,1
2526,631,5,1
2527,631,6,1
2528,632,2,1
2529,632,3,1
2530,632,5,1
2531,632,6,2
2532,633,2,2
2533,633,3,2
2534,633,5,1
2535,633,6,2
2536,634,2,1
2537,634,3,2
2538,634,5,2
2539,634,6,2
2540,635,2,1
2541,635,3,2
2542,635,5,1
2543,635,6,2
2544,636,2,1
2545,636,3,1
2546,636,5,2
2547,636,6,2
2548,637,2,2
2549,637,3,1
2550,637,5,1
2551,637,6,1
2552,638,2,1
2553,638,3,2
2554,638,5,1
2555,638,6,1
2556,639,2,1
2557,639,3,1
2558,639,5,1
2559,639,6,1
2560,640,2,1
2561,640,3,1
2562,640,5,1
2563,640,6,1
2564,641,2,2
2565,641,3,2
2566,641,5,1
2567,641,6,2
2568,642,2,2
2569,642,3,1
2570,642,5,1
2571,642,6,1
2572,643,2,2
2573,643,3,1
2574,643,5,2
2575,643,6,1
2576,644,2,1
2577,644,3,1
2578,644,5,1
2579,644,6,1
2580,645,2,2
2581,645,3,1
2582,645,5,2
2583,645,6,2
2584,646,2,1
2585,646,3,2
2586,646,5,2
2587,646,6,1
2588,647,2,1
2589,647,3,2
2590,647,5,2
2591,647,6,1
2592,648,2,1
2593,648,3,1
2594,648,5,1
2595,648,6,2
2596,649,2,1
2597,649,3,2
2598,649,5,2
2599,649,6,1
2600,650,2,1
2601,650,3,2
2602,650,5,2
2603,650,6,2
2604,651,2,1
2605,651,3,1
2606,651,5,2
2607,651,6,2
2608,652,2,1
2609,652,3,2
2610,652,5,1
2611,652,6,1
2612,653,2,2
2613,653,3,1
2614,653,5,2
2615,653,6,1
2616,654,2,1
2617,654,3,2
2618,654,5,1
2619,654,6,1
2620,655,2,1
2621,655,3,1
2622,655,5,2
2623,655,6,2
2624,656,2,1
2625,656,3,2
2626,656,5,1
2627,656,6,2
2628,657,2,1
2629,657,3,1
2630,657,5,1
2631,657,6,2
2632,658,2,1
2633,658,3,1
2634,658,5,1
2635,658,6,1
2636,659,2,1
2637,659,3,1
2638,659,5,2
2639,659,6,2
2640,660,2,1
2641,660,3,1
2642,660,5,1
2643,660,6,1
2644,661,2,1
2645,661,3,1
2646,661,5,1
2647,661,6,1
2648,662,2,2
2649,662,3,1
2650,662,5,1
2651,662,6,2
2652,663,2,2
2653,663,3,1
2654,663,5,1
2655,663,6,1
2656,664,2,1
2657,664,3,2
2658,664,5,2
2659,664,6,2
2660,665,2,2
2661,665,3,2
2662,665,5,1
2663,665,6,2
2664,666,2,2
2665,666,3,1
2666,666,5,1
2667,666,6,1
2668,667,2,1
2669,667,3,2
2670,667,5,1
2671,667,6,1
2672,668,2,2
2673,668,3,2
2674,668,5,1
2675,668,6,2
2676,669,2,2
2677,669,3,2
2678,669,5,1
2679,669,6,2
2680,670,2,1
2681,670,3,1
2682,670,5,1
2683,670,6,1
2684,671,2,2
2685,671,3,1
2686,671,5,1
2687,671,6,1
2688,672,2,1
2689,672,3,2
2690,672,5,2
2691,672,6,2
2692,673,2,2
2693,673,3,1
2694,673,5,1
2695,673,6,2
2696,674,2,2
2697,674,3,1
2698,674,5,1
2699,674,6,1
2700,675,2,1
2701,675,3,1
2702,675,5,1
2703,675,6,1
2704,676,2,2
2705,676,3,1
2706,676,5,2
2707,676,6,2
2708,677,2,1
2709,677,3,1
2710,677,5,1
2711,677,6,1
2712,678,2,2
2713,678,3,1
2714,678,5,1
2715,678,6,1
2716,679,2,1
2717,679,3,1
2718,679,5,1
2719,679,6,1
2720,680,2,1
2721,680,3,2
2722,680,5,2
2723,680,6,2
2724,681,2,1
2725,681,3,2
2726,681,5,1
2727,681,6,2
2728,682,2,1
2729,682,3,2
2730,682,5,1
2731,682,6,1
2732,683,2,1
2733,683,3,1
2734,683,5,1
2735,683,6,2
2736,684,2,2
2737,684,3,1
2738,684,5,2
2739,684,6,1
2740,685,2,2
2741,685,3,1
2742,685,5,1
2743,685,6,2
2744,686,2,1
2745,686,3,1
2746,686,5,1
2747,686,6,2
2748,687,2,1
2749,687,3,1
2750,687,5,2
2751,687,6,1
2752,688,2,1
2753,688,3,1
2754,688,5,2
2755,688,6,1
2756,689,2,1
2757,689,3,2
2758,689,5,1
2759,689,6,2
2760,690,2,1
2761,690,3,1
2762,690,5,2
2763,690,6,1
2764,691,2,1
2765,691,3,1
2766,691,5,1
2767,691,6,2
2768,692,2,2
2769,692,3,1
2770,692,5,1
2771,692,6,2
2772,693,2,1
2773,693,3,1
2774,693,5,2
2775,693,6,2
2776,694,2,1
2777,694,3,1
2778,694,5,1
2779,694,6,1
2780,695,2,2
2781,695,3,2
2782,695,5,2
2783,695,6,1
2784,696,2,1
2785,696,3,1
2786,696,5,1
2787,696,6,1
2788,697,2,2
2789,697,3,2
2790,697,5,1
2791,697,6,1
2792,698,2,1
2793,698,3,1
2794,698,5,1
2795,698,6,1
2796,699,2,1
2797,699,3,1
2798,699,5,2
2799,699,6,1
2800,700,2,1
2801,700,3,1
2802,700,5,1
2803,700,6,2
2804,701,2,1
2805,701,3,1
2806,701,5,2
2807,701,6,1
2808,702,2,2
2809,702,3,1
2810,702,5,1
2811,702,6,1
2812,703,2,1
2813,703,3,1
2814,703,5,1
2815,703,6,1
2816,704,2,2
2817,704,3,1
2818,704,5,1
2819,704,6,2
2820,705,2,1
2821,705,3,2
2822,705,5,1
2823,705,6,2
2824,706,2,1
2825,706,3,1
2826,706,5,1
2827,706,6,1
2828,707,2,1
2829,707,3,1
2830,707,5,2
2831,707,6,1
2832,708,2,1
2833,708,3,1
2834,708,5,1
2835,708,6,2
2836,709,2,2
2837,709,3,1
2838,709,5,2
2839,709,6,1
2840,710,2,1
2841,710,3,1
2842,710,5,2
2843,710,6,1
2844,711,2,2
2845,711,3,2
2846,711,5,1
2847,711,6,1
2848,712,2,1
2849,712,3,2
2850,712,5,1
2851,712,6,2
2852,713,2,1
2853,713,3,1
2854,713,5,2
2855,713,6,1
2856,714,2,2
2857,714,3,1
2858,714,5,2
2859,714,6,1
2860,715,2,1
2861,715,3,1
2862,715,5,2
2863,715,6,1
2864,716,2,1
2865,716,3,2
2866,716,5,1
2867,716,6,2
2868,717,2,1
2869,717,3,2
2870,717,5,1
2871,717,6,1
2872,718,2,1
2873,718,3,1
2874,718,5,1
2875,718,6,1
2876,719,2,1
2877,719,3,1
2878,719,5,1
2879,719,6,1
2880,720,2,2
2881,720,3,2
2882,720,5,1
2883,720,6,2
2884,721,2,1
2885,721,3,2
2886,721,5,1
2887,721,6,2
2888,722,2,2
2889,722,3,1
2890,722,5,2
2891,722,6,1
2892,723,2,1
2893,723,3,1
2894,723,5,2
2895,723,6,1
2896,724,2,1
2897,724,3,1
2898,724,5,1
2899,724,6,1
2900,725,2,1
2901,725,3,1
2902,725,5,1
2903,725,6,1
2904,726,2,1
2905,726,3,1
2906,726,5,1
2907,726,6,1
2908,727,2,1
2909,727,3,1
2910,727,5,2
2911,727,6,2
2912,728,2,2
2913,728,3,1
2914,728,5,2
2915,728,6,1
2916,729,2,2
2917,729,3,1
2918,729,5,2
2919,729,6,2
2920,730,2,1
2921,730,3,1
2922,730,5,2
2923,730,6,2
2924,731,2,2
2925,731,3,2
2926,731,5,1
2927,731,6,1
2928,732,2,2
2929,732,3,1
2930,732,5,2
2931,732,6,2
2932,733,2,2
2933,733,3,1
2934,733,5,1
2935,733,6,2
2936,734,2,2
2937,734,3,1
2938,734,5,1
2939,734,6,2
2940,735,2,1
2941,735,3,2
2942,735,5,2
2943,735,6,1
2944,736,2,2
2945,736,3,1
2946,736,5,1
2947,736,6,2
2948,737,2,1
2949,737,3,1
2950,737,5,1
2951,737,6,1
2952,738,2,1
2953,738,3,1
2954,738,5,1
2955,738,6,1
2956,739,2,2
2957,739,3,1
2958,739,5,1
2959,739,6,2
2960,740,2,1
2961,740,3,1
2962,740,5,2
2963,740,6,1
2964,741,2,2
2965,741,3,1
2966,741,5,2
2967,741,6,1
2968,742,2,1
2969,742,3,1
2970,742,5,1
2971,742,6,1
2972,743,2,1
2973,743,3,2
2974,743,5,1
2975,743,6,1
2976,744,2,1
2977,744,3,1
2978,744,5,1
2979,744,6,2
2980,745,2,1
2981,745,3,2
2982,745,5,2
2983,745,6,2
2984,746,2,1
2985,746,3,1
2986,746,5,2
2987,746,6,2
2988,747,2,1
2989,747,3,1
2990,747,5,1
2991,747,6,1
2992,748,2,1
2993,748,3,2
2994,748,5,2
2995,748,6,1
2996,749,2,1
2997,749,3,1
2998,749,5,2
2999,749,6,1
3000,750,2,1
3001,750,3,1
3002,750,5,2
3003,750,6,1
3004,751,2,1
3005,751,3,1
3006,751,5,2
3007,751,6,1
3008,752,2,1
3009,752,3,1
3010,752,5,1
3011,752,6,2
3012,753,2,1
3013,753,3,2
3014,753,5,1
3015,753,6,1
3016,754,2,2
3017,754,3,1
3018,754,5,1
3019,754,6,1
3020,755,2,1
3021,755,3,1
3022,755,5,1
3023,755,6,1
3024,756,2,1
3025,756,3,1
3026,756,5,2
3027,756,6,2
3028,757,2,1
3029,757,3,2
3030,757,5,1
3031,757,6,2
3032,758,2,2
3033,758,3,1
3034,758,5,1
3035,758,6,1
3036,759,2,1
3037,759,3,1
3038,759,5,1
3039,759,6,2
3040,760,2,1
3041,760,3,2
3042,760,5,2
3043,760,6,1
3044,761,2,2
3045,761,3,1
3046,761,5,1
3047,761,6,1
3048,762,2,1
3049,762,3,2
3050,762,5,1
3051,762,6,1
3052,763,2,2
3053,763,3,1
3054,763,5,2
3055,763,6,1
3056,764,2,2
3057,764,3,1
3058,764,5,2
3059,764,6,1
3060,765,2,2
3061,765,3,2
3062,765,5,2
3063,765,6,1
3064,766,2,1
3065,766,3,1
3066,766,5,1
3067,766,6,1
3068,767,2,1
3069,767,3,2
3070,767,5,2
3071,767,6,1
3072,768,2,1
3073,768,3,1
3074,768,5,1
3075,768,6,2
3076,769,2,1
3077,769,3,2
3078,769,5,1
3079,769,6,1
3080,770,2,1
3081,770,3,1
3082,770,5,2
3083,770,6,1
3084,771,2,1
3085,771,3,1
3086,771,5,1
3087,771,6,1
3088,772,2,1
3089,772,3,2
3090,772,5,1
3091,772,6,1
3092,773,2,1
3093,773,3,1
3094,773,5,1
3095,773,6,1
3096,774,2,1
3097,774,3,2
3098,774,5,1
3099,774,6,1
3100,775,2,2
3101,775,3,1
3102,775,5,1
3103,775,6,1
3104,776,2,1
3105,776,3,1
3106,776,5,2
3107,776,6,2
3108,777,2,1
3109,777,3,2
3110,777,5,1
3111,777,6,2
3112,778,2,2
3113,778,3,1
3114,778,5,1
3115,778,6,2
3116,779,2,1
3117,779,3,1
3118,779,5,1
3119,779,6,1
3120,780,2,1
3121,780,3,1
3122,780,5,1
3123,780,6,2
3124,781,2,1
3125,781,3,2
3126,781,5,1
3127,781,6,2
3128,782,2,1
3129,782,3,1
3130,782,5,1
3131,782,6,1
3132,783,2,1
3133,783,3,1
3134,783,5,1
3135,783,6,1
3136,784,2,1
3137,784,3,2
3138,784,5,2
3139,784,6,2
3140,785,2,1
3141,785,3,1
3142,785,5,2
3143,785,6,1
3144,786,2,2
3145,786,3,2
3146,786,5,1
3147,786,6,1
3148,787,2,1
3149,787,3,1
3150,787,5,2
3151,787,6,1
3152,788,2,2
3153,788,3,1
3154,788,5,1
3155,788,6,2
3156,789,2,1
3157,789,3,1
3158,789,5,1
3159,789,6,2
3160,790,2,1
3161,790,3,1
3162,790,5,1
3163,790,6,2
3164,791,2,1
3165,791,3,2
3166,791,5,2
3167,791,6,1
3168,792,2,1
3169,792,3,1
3170,792,5,1
3171,792,6,2
3172,793,2,2
3173,793,3,1
3174,793,5,1
3175,793,6,1
3176,794,2,1
3177,794,3,1
3178,794,5,1
3179,794,6,1
3180,795,2,2
3181,795,3,1
3182,795,5,1
3183,795,6,1
3184,796,2,2
3185,796,3,2
3186,796,5,1
3187,796,6,1
3188,797,2,1
3189,797,3,1
3190,797,5,1
3191,797,6,1
3192,798,2,1
3193,798,3,1
3194,798,5,1
3195,798,6,2
3196,799,2,1
3197,799,3,1
3198,799,5,1
3199,799,6,2
3200,800,2,2
3201,800,3,1
3202,800,5,2
3203,800,6,1
3204,801,2,2
3205,801,3,2
3206,801,5,1
3207,801,6,1
